movie_id,release_date,title,filmaffinity_url,poster_url,duration_min,year,country_code,genres,synopsis_short,director,cast_top,rating_avg,rating_count,theaters_count,theaters_url,trailer_available,scraped_at
134886,2026-02-20,"Balandrau, viento salvaje",https://www.filmaffinity.com/es/film134886.html,https://pics.filmaffinity.com/balandrau_vent_salvatge-616105518-large.jpg,116,2026,ES,[],"El 30 de diciembre del 2000, un grupo de amigos se disponen a realizar el ascenso al Balandrau. El sol acompaña a los ... [+]","[{""name"": ""Fernando Trullols"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=240514449""}]","[{""name"": ""Álvaro Cervantes"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=413416766""}, {""name"": ""Bruna Cusí"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=607155113""}, {""name"": ""Marc Martínez"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=136699192""}, {""name"": ""Eduardo Lloveras"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=502049681""}, {""name"": ""Àgata Roca"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=683578834""}]",6.5,,39,https://www.filmaffinity.com/es/cityTheaters.php?movie_id=134886,True,2026-02-19T19:52:21Z
457500,2026-02-20,El agente secreto,https://www.filmaffinity.com/es/film457500.html,https://pics.filmaffinity.com/o_agente_secreto-885329777-large.jpg,158,2025,BR,[],"En 1977, durante la dictadura militar brasileña, Marcelo, un profesor que huye de un pasado turbulento, regresa huyendo ... [+]","[{""name"": ""Kleber Mendonça Filho"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=647903915""}]","[{""name"": ""Wagner Moura"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=506445838""}, {""name"": ""Gabriel Leone"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=947224275""}, {""name"": ""Hermila Guedes"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=698953364""}, {""name"": ""Tânia Maria"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=819940715""}, {""name"": ""Maria Fernanda Cândido"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=916017011""}]",6.9,,139,https://www.filmaffinity.com/es/cityTheaters.php?movie_id=457500,True,2026-02-19T19:52:21Z
691627,2026-02-20,El fantasma de mi mujer,https://www.filmaffinity.com/es/film691627.html,https://pics.filmaffinity.com/el_fantasma_de_mi_mujer-671992522-large.jpg,95,2026,ES,[],Fernando vive un matrimonio tranquilo con María mientras tiene un lío con Julia. Una noche recibe la llamada de su ... [+],"[{""name"": ""María Ripoll"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=952931143""}]","[{""name"": ""Javier Rey"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=352863573""}, {""name"": ""Loreto Mauleón"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=138446240""}, {""name"": ""María Hervás"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=941076094""}, {""name"": ""Marco Cáceres"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=644872650""}, {""name"": ""Macarena Gómez"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=674601768""}]",5.1,,105,https://www.filmaffinity.com/es/cityTheaters.php?movie_id=691627,True,2026-02-19T19:52:21Z
853860,2026-02-20,Greenland 2,https://www.filmaffinity.com/es/film853860.html,https://pics.filmaffinity.com/greenland_2_migration-456803940-large.jpg,98,2026,US,[],"Después de sobrevivir al fin del mundo por la caída de un cometa, Jeff Garrity, junto con su mujer Allison y su hijo ... [+]","[{""name"": ""Ric Roman Waugh"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=520022683""}]","[{""name"": ""Gerard Butler"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=733085839""}, {""name"": ""Morena Baccarin"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=141408172""}, {""name"": ""Roman Griffin Davis"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=385056468""}, {""name"": ""Amber Rose Revah"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=861775195""}, {""name"": ""Trond Fausa"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=217031843""}]",4.2,,180,https://www.filmaffinity.com/es/cityTheaters.php?movie_id=853860,True,2026-02-19T19:52:21Z
659041,2026-02-20,Inmaculada,https://www.filmaffinity.com/es/film659041.html,https://pics.filmaffinity.com/i_am_the_immaculate_conception-222899129-large.jpg,80,2024,PL,"[""Documental""]","'Soy Inmaculada Concepción' es como María, la Madre de Dios, se presentó a Santa Bernadette en 1858 en Lourdes, Francia. ... [+]","[{""name"": ""Michał Kondrat"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=225736092""}]","[{""name"": ""Dominika Handzlik"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=765076390""}, {""name"": ""Maria Juzwin"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=297797193""}, {""name"": ""Dorota Liliental"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=179178012""}, {""name"": ""Karol Nowinski"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=829939692""}]",,,27,https://www.filmaffinity.com/es/cityTheaters.php?movie_id=659041,True,2026-02-19T19:52:21Z
397872,2026-02-20,La boda,https://www.filmaffinity.com/es/film397872.html,https://pics.filmaffinity.com/la_boda-745485278-large.jpg,103,2025,ES,[],"Felisa es una mujer de espíritu libre, con los problemas que ello conlleva en un entorno rural. En varias ocasiones se ... [+]","[{""name"": ""Pedro Cenjor"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=708950681""}]","[{""name"": ""Elena Furiase"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=516884523""}, {""name"": ""Daniel Chamorro"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=868005261""}, {""name"": ""Margarita Lascoiti"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=673262429""}, {""name"": ""Antonio Dechent"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=296886485""}, {""name"": ""María Jesús Hoyos"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=306111396""}]",,,5,https://www.filmaffinity.com/es/cityTheaters.php?movie_id=397872,True,2026-02-19T19:52:21Z
870836,2026-02-20,La maldición de Shelby Oaks,https://www.filmaffinity.com/es/film870836.html,https://pics.filmaffinity.com/shelby_oaks-323974425-large.jpg,99,2024,US,[],"Cuando un documentalista descubre una nueva pista perturbadora, la búsqueda desesperada de una mujer por su hermana ... [+]","[{""name"": ""Chris Stuckmann"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=669677195""}]","[{""name"": ""Camille Sullivan"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=976138460""}, {""name"": ""Brenna Sherman"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=595543097""}, {""name"": ""Brendan Sexton III"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=214997431""}, {""name"": ""Michael Beach"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=420474490""}, {""name"": ""Sarah Durn"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=204888156""}]",5.4,,71,https://www.filmaffinity.com/es/cityTheaters.php?movie_id=870836,True,2026-02-19T19:52:21Z
409255,2026-02-20,Las líneas discontinuas,https://www.filmaffinity.com/es/film409255.html,https://pics.filmaffinity.com/as_linas_descontinuas-356457295-large.jpg,90,2025,ES,[],Bea es una mujer de 50 años que se está separando de su marido. El día en el que tiene que abandonar el hogar en el que ... [+],"[{""name"": ""Anxos Fazáns"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=251665032""}]","[{""name"": ""Mara Sánchez"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=140243814""}, {""name"": ""Adam Prieto"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=829246621""}, {""name"": ""Alberto Rolán"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=232730378""}, {""name"": ""Ana Fórneas"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=590274056""}, {""name"": ""Lidia Veiga"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=478540638""}, {""name"": ""Mónica García"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=101628556""}]",6.1,,6,https://www.filmaffinity.com/es/cityTheaters.php?movie_id=409255,True,2026-02-19T19:52:21Z
210175,2026-02-20,Little Amélie,https://www.filmaffinity.com/es/film210175.html,https://pics.filmaffinity.com/amelie_et_la_metaphysique_des_tubes-836480811-large.jpg,77,2025,FR,[],"Hasta los dos años y medio, Amélie se describía como un tubo digestivo inerte y vegetativo. Luego llega el ... [+]","[{""name"": ""Mailys Vallade"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=600817417""}, {""name"": ""Liane-Cho Han Jin Kuang"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=571043732""}]",[],7.2,,50,https://www.filmaffinity.com/es/cityTheaters.php?movie_id=210175,True,2026-02-19T19:52:21Z
856020,2026-02-20,Sin conexión,https://www.filmaffinity.com/es/film856020.html,https://pics.filmaffinity.com/is_this_thing_on-484876049-large.jpg,124,2025,US,[],"Mientras su matrimonio se desmorona silenciosamente, Alex se enfrenta a la mediana edad y a un divorcio inminente, ... [+]","[{""name"": ""Bradley Cooper"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=264869856""}]","[{""name"": ""Will Arnett"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=635154346""}, {""name"": ""Laura Dern"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=764494389""}, {""name"": ""Andra Day"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=744233419""}, {""name"": ""Ciarán Hinds"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=440447291""}, {""name"": ""Amy Sedaris"", ""url"": ""https://www.filmaffinity.com/es/name.php?name-id=762203931""}]",6.1,,27,https://www.filmaffinity.com/es/cityTheaters.php?movie_id=856020,True,2026-02-19T19:52:21Z
