Pelicula,Director,Duración,Sala,Horario,Fecha,Cine
CÓDIGO MARCOS,"Liena Cid Navia, Patricia Pérez Fernández",79,03,20:30,2025-05-13,Renoir Princesa
CÓNCLAVE,Edward Berger,120,01,16:00,2025-05-13,Renoir Princesa
CÓNCLAVE,Edward Berger,120,05,18:00,2025-05-13,Renoir Princesa
CÓNCLAVE,Edward Berger,120,05,20:15,2025-05-13,Renoir Princesa
ENEMIGOS,David Valero,103,11,16:00,2025-05-13,Renoir Princesa
ENEMIGOS,David Valero,103,11,18:00,2025-05-13,Renoir Princesa
ENEMIGOS,David Valero,103,10,20:20,2025-05-13,Renoir Princesa
ENEMIGOS,David Valero,103,10,22:20,2025-05-13,Renoir Princesa
LA LLEGADA DEL HIJO,"Cecilia Atán, Valeria Pivato",87,10,16:00,2025-05-13,Renoir Princesa
LA LLEGADA DEL HIJO,"Cecilia Atán, Valeria Pivato",87,04,18:30,2025-05-13,Renoir Princesa
LA LLEGADA DEL HIJO,"Cecilia Atán, Valeria Pivato",87,11,20:00,2025-05-13,Renoir Princesa
LA LLEGADA DEL HIJO,"Cecilia Atán, Valeria Pivato",87,04,22:45,2025-05-13,Renoir Princesa
LOS PECADORES,Ryan Coogler,137,04,16:00,2025-05-13,Renoir Princesa
LOS PECADORES,Ryan Coogler,137,10,17:45,2025-05-13,Renoir Princesa
LOS PECADORES,Ryan Coogler,137,04,20:10,2025-05-13,Renoir Princesa
LOS PECADORES,Ryan Coogler,137,11,21:45,2025-05-13,Renoir Princesa
POR TODO LO ALTO,Emmanuel Courcol,103,05,16:00,2025-05-13,Renoir Princesa
POR TODO LO ALTO,Emmanuel Courcol,103,01,18:15,2025-05-13,Renoir Princesa
POR TODO LO ALTO,Emmanuel Courcol,103,01,20:15,2025-05-13,Renoir Princesa
POR TODO LO ALTO,Emmanuel Courcol,103,01,22:15,2025-05-13,Renoir Princesa
PRESUNCIÓN DE INOCENCIA,Daniel Auteuil,115,06,16:00,2025-05-13,Renoir Princesa
PRESUNCIÓN DE INOCENCIA,Daniel Auteuil,115,02,17:50,2025-05-13,Renoir Princesa
PRESUNCIÓN DE INOCENCIA,Daniel Auteuil,115,02,20:00,2025-05-13,Renoir Princesa
PRESUNCIÓN DE INOCENCIA,Daniel Auteuil,115,02,22:10,2025-05-13,Renoir Princesa
SABIDURÍA Y FELICIDAD,"Barbara Miller, Philip Delaquis",90,08,16:00,2025-05-13,Renoir Princesa
SEPTIEMBRE DICE,Ariane Labed,99,05,22:30,2025-05-13,Renoir Princesa
TAMBIÉN ESTO PASARÁ,María Ripoll,96,02,16:00,2025-05-13,Renoir Princesa
THE SLEEPER. EL CARAVAGGIO PERDIDO [PROYECTO VIRIDIANA],Álvaro Longoria,75,06,19:30,2025-05-13,Renoir Princesa
TIERRA DE NADIE,Albert Pintó,101,08,22:30,2025-05-13,Renoir Princesa
WARFARE: TIEMPO DE GUERRA,"Alex Garland, Ray Mendoza",95,03,16:00,2025-05-13,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,07,16:10,2025-05-14,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,07,19:00,2025-05-14,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,07,21:40,2025-05-14,Renoir Princesa
ANORA,Sean Baker,139,08,19:55,2025-05-14,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,01,17:50,2025-05-14,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,06,21:50,2025-05-14,Renoir Princesa
BIENVENIDO A LA MONTAÑA,Riccardo Milani,114,08,17:45,2025-05-14,Renoir Princesa
CONFIDENCIAL (BLACK BAG),Steven Soderbergh,93,01,16:00,2025-05-14,Renoir Princesa
CONFIDENCIAL (BLACK BAG),Steven Soderbergh,93,03,18:00,2025-05-14,Renoir Princesa
CONFIDENCIAL (BLACK BAG),Steven Soderbergh,93,01,20:25,2025-05-14,Renoir Princesa
CÓNCLAVE,Edward Berger,120,09,16:00,2025-05-14,Renoir Princesa
CÓNCLAVE,Edward Berger,120,05,18:00,2025-05-14,Renoir Princesa
CÓNCLAVE,Edward Berger,120,05,20:15,2025-05-14,Renoir Princesa
EL CONTABLE 2,Gavin O Connor,124,03,22:00,2025-05-14,Renoir Princesa
ENEMIGOS,David Valero,103,11,16:00,2025-05-14,Renoir Princesa
ENEMIGOS,David Valero,103,11,18:00,2025-05-14,Renoir Princesa
ENEMIGOS,David Valero,103,10,20:20,2025-05-14,Renoir Princesa
ENEMIGOS,David Valero,103,10,22:20,2025-05-14,Renoir Princesa
LA LLEGADA DEL HIJO,"Cecilia Atán, Valeria Pivato",87,10,16:00,2025-05-14,Renoir Princesa
LA LLEGADA DEL HIJO,"Cecilia Atán, Valeria Pivato",87,04,18:30,2025-05-14,Renoir Princesa
LA LLEGADA DEL HIJO,"Cecilia Atán, Valeria Pivato",87,11,20:00,2025-05-14,Renoir Princesa
LA LLEGADA DEL HIJO,"Cecilia Atán, Valeria Pivato",87,04,22:45,2025-05-14,Renoir Princesa
LOS PECADORES,Ryan Coogler,137,04,16:00,2025-05-14,Renoir Princesa
LOS PECADORES,Ryan Coogler,137,10,17:45,2025-05-14,Renoir Princesa
LOS PECADORES,Ryan Coogler,137,04,20:10,2025-05-14,Renoir Princesa
LOS PECADORES,Ryan Coogler,137,11,21:45,2025-05-14,Renoir Princesa
POR TODO LO ALTO,Emmanuel Courcol,103,05,16:00,2025-05-14,Renoir Princesa
POR TODO LO ALTO,Emmanuel Courcol,103,09,18:15,2025-05-14,Renoir Princesa
POR TODO LO ALTO,Emmanuel Courcol,103,09,20:15,2025-05-14,Renoir Princesa
POR TODO LO ALTO,Emmanuel Courcol,103,09,22:15,2025-05-14,Renoir Princesa
PRESUNCIÓN DE INOCENCIA,Daniel Auteuil,115,06,16:00,2025-05-14,Renoir Princesa
PRESUNCIÓN DE INOCENCIA,Daniel Auteuil,115,02,17:50,2025-05-14,Renoir Princesa
PRESUNCIÓN DE INOCENCIA,Daniel Auteuil,115,02,20:00,2025-05-14,Renoir Princesa
PRESUNCIÓN DE INOCENCIA,Daniel Auteuil,115,02,22:10,2025-05-14,Renoir Princesa
SABIDURÍA Y FELICIDAD,"Barbara Miller, Philip Delaquis",90,08,16:00,2025-05-14,Renoir Princesa
SEPTIEMBRE DICE,Ariane Labed,99,05,22:30,2025-05-14,Renoir Princesa
TAMBIÉN ESTO PASARÁ,María Ripoll,96,02,16:00,2025-05-14,Renoir Princesa
TAMBIÉN ESTO PASARÁ,María Ripoll,96,06,18:10,2025-05-14,Renoir Princesa
TAMBIÉN ESTO PASARÁ,María Ripoll,96,06,20:00,2025-05-14,Renoir Princesa
TAMBIÉN ESTO PASARÁ,María Ripoll,96,01,22:15,2025-05-14,Renoir Princesa
TIERRA DE NADIE,Albert Pintó,101,08,22:30,2025-05-14,Renoir Princesa
WARFARE: TIEMPO DE GUERRA,"Alex Garland, Ray Mendoza",95,03,16:00,2025-05-14,Renoir Princesa
WARFARE: TIEMPO DE GUERRA,"Alex Garland, Ray Mendoza",95,03,20:00,2025-05-14,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,07,16:10,2025-05-15,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,07,19:00,2025-05-15,Renoir Princesa
A COMPLETE UNKNOWN,James Mangold,141,07,21:40,2025-05-15,Renoir Princesa
ANORA,Sean Baker,139,08,19:55,2025-05-15,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,01,17:50,2025-05-15,Renoir Princesa
AÚN ESTOY AQUÍ,Walter Salles,138,06,21:50,2025-05-15,Renoir Princesa
BIENVENIDO A LA MONTAÑA,Riccardo Milani,114,08,17:45,2025-05-15,Renoir Princesa
CONFIDENCIAL (BLACK BAG),Steven Soderbergh,93,01,16:00,2025-05-15,Renoir Princesa
CONFIDENCIAL (BLACK BAG),Steven Soderbergh,93,03,18:00,2025-05-15,Renoir Princesa
CONFIDENCIAL (BLACK BAG),Steven Soderbergh,93,01,20:25,2025-05-15,Renoir Princesa
CÓNCLAVE,Edward Berger,120,09,16:00,2025-05-15,Renoir Princesa
CÓNCLAVE,Edward Berger,120,05,18:00,2025-05-15,Renoir Princesa
CÓNCLAVE,Edward Berger,120,05,20:15,2025-05-15,Renoir Princesa
EL CONTABLE 2,Gavin O Connor,124,03,22:00,2025-05-15,Renoir Princesa
ENEMIGOS,David Valero,103,11,16:00,2025-05-15,Renoir Princesa
ENEMIGOS,David Valero,103,11,18:00,2025-05-15,Renoir Princesa
ENEMIGOS,David Valero,103,10,20:20,2025-05-15,Renoir Princesa
ENEMIGOS,David Valero,103,10,22:20,2025-05-15,Renoir Princesa
LA LLEGADA DEL HIJO,"Cecilia Atán, Valeria Pivato",87,10,16:00,2025-05-15,Renoir Princesa
LA LLEGADA DEL HIJO,"Cecilia Atán, Valeria Pivato",87,04,18:30,2025-05-15,Renoir Princesa
LA LLEGADA DEL HIJO,"Cecilia Atán, Valeria Pivato",87,11,20:00,2025-05-15,Renoir Princesa
LA LLEGADA DEL HIJO,"Cecilia Atán, Valeria Pivato",87,04,22:45,2025-05-15,Renoir Princesa
LOS PECADORES,Ryan Coogler,137,04,16:00,2025-05-15,Renoir Princesa
LOS PECADORES,Ryan Coogler,137,10,17:45,2025-05-15,Renoir Princesa
LOS PECADORES,Ryan Coogler,137,04,20:10,2025-05-15,Renoir Princesa
LOS PECADORES,Ryan Coogler,137,11,21:45,2025-05-15,Renoir Princesa
POR TODO LO ALTO,Emmanuel Courcol,103,05,16:00,2025-05-15,Renoir Princesa
POR TODO LO ALTO,Emmanuel Courcol,103,09,18:15,2025-05-15,Renoir Princesa
POR TODO LO ALTO,Emmanuel Courcol,103,09,20:15,2025-05-15,Renoir Princesa
POR TODO LO ALTO,Emmanuel Courcol,103,09,22:15,2025-05-15,Renoir Princesa
PRESUNCIÓN DE INOCENCIA,Daniel Auteuil,115,06,16:00,2025-05-15,Renoir Princesa
PRESUNCIÓN DE INOCENCIA,Daniel Auteuil,115,02,17:50,2025-05-15,Renoir Princesa
PRESUNCIÓN DE INOCENCIA,Daniel Auteuil,115,02,20:00,2025-05-15,Renoir Princesa
PRESUNCIÓN DE INOCENCIA,Daniel Auteuil,115,02,22:10,2025-05-15,Renoir Princesa
SABIDURÍA Y FELICIDAD,"Barbara Miller, Philip Delaquis",90,08,16:00,2025-05-15,Renoir Princesa
SEPTIEMBRE DICE,Ariane Labed,99,05,22:30,2025-05-15,Renoir Princesa
TAMBIÉN ESTO PASARÁ,María Ripoll,96,02,16:00,2025-05-15,Renoir Princesa
TAMBIÉN ESTO PASARÁ,María Ripoll,96,06,18:10,2025-05-15,Renoir Princesa
TAMBIÉN ESTO PASARÁ,María Ripoll,96,06,20:00,2025-05-15,Renoir Princesa
TAMBIÉN ESTO PASARÁ,María Ripoll,96,01,22:15,2025-05-15,Renoir Princesa
TIERRA DE NADIE,Albert Pintó,101,08,22:30,2025-05-15,Renoir Princesa
WARFARE: TIEMPO DE GUERRA,"Alex Garland, Ray Mendoza",95,03,16:00,2025-05-15,Renoir Princesa
WARFARE: TIEMPO DE GUERRA,"Alex Garland, Ray Mendoza",95,03,20:00,2025-05-15,Renoir Princesa
ADOLESCENCIA +,Varios,90,10,20:30,2025-05-20,Renoir Princesa
CLÁSICOS AL DETALLE – TALLER DE ANÁLISIS FÍLMICO Y METACINE SOBRE LA INVASIÓN DE LOS LADRONES DE CUERPOS (1956),Jl&Bea - Gestoría Cultural,270,03,10:00,2025-05-21,Renoir Princesa
EL ÚLTIMO SUSPIRO,Costa Gavras,99,02,16:00,2025-05-11,Renoir Plaza de España
EL ÚLTIMO SUSPIRO,Costa Gavras,99,02,18:00,2025-05-11,Renoir Plaza de España
EL ÚLTIMO SUSPIRO,Costa Gavras,99,02,20:00,2025-05-11,Renoir Plaza de España
"FLOW, UN MUNDO QUE SALVAR","Gints Zilbalodis, Gints Zilbalodis",85,05,16:00,2025-05-11,Renoir Plaza de España
GHOSTLIGHT,"Kelly O Sullivan, Alex Thompson",114,04,16:00,2025-05-11,Renoir Plaza de España
GHOSTLIGHT,"Kelly O Sullivan, Alex Thompson",114,02,22:00,2025-05-11,Renoir Plaza de España
LA BUENA LETRA,Celia Rico Clavellino,110,01,16:00,2025-05-11,Renoir Plaza de España
LA BUENA LETRA,Celia Rico Clavellino,110,01,18:10,2025-05-11,Renoir Plaza de España
LA BUENA LETRA,Celia Rico Clavellino,110,01,20:35,2025-05-11,Renoir Plaza de España
LA BUENA LETRA,Celia Rico Clavellino,110,01,22:45,2025-05-11,Renoir Plaza de España
MUY LEJOS,Gerard Oms,100,04,18:10,2025-05-11,Renoir Plaza de España
MUY LEJOS,Gerard Oms,100,04,20:10,2025-05-11,Renoir Plaza de España
MUY LEJOS,Gerard Oms,100,04,22:10,2025-05-11,Renoir Plaza de España
SORDA,Eva Libertad,100,05,18:00,2025-05-11,Renoir Plaza de España
SORDA,Eva Libertad,100,05,20:00,2025-05-11,Renoir Plaza de España
SORDA,Eva Libertad,100,05,22:00,2025-05-11,Renoir Plaza de España
UNA QUINTA PORTUGUESA,Avelina Prat,115,03,16:00,2025-05-11,Renoir Plaza de España
UNA QUINTA PORTUGUESA,Avelina Prat,115,03,18:15,2025-05-11,Renoir Plaza de España
UNA QUINTA PORTUGUESA,Avelina Prat,115,03,20:30,2025-05-11,Renoir Plaza de España
UNA QUINTA PORTUGUESA,Avelina Prat,115,03,22:45,2025-05-11,Renoir Plaza de España
EL ÚLTIMO SUSPIRO,Costa Gavras,99,01,16:00,2025-05-12,Renoir Plaza de España
EL ÚLTIMO SUSPIRO,Costa Gavras,99,01,18:00,2025-05-12,Renoir Plaza de España
EL ÚLTIMO SUSPIRO,Costa Gavras,99,01,20:30,2025-05-12,Renoir Plaza de España
"FLOW, UN MUNDO QUE SALVAR","Gints Zilbalodis, Gints Zilbalodis",85,05,16:10,2025-05-12,Renoir Plaza de España
GHOSTLIGHT,"Kelly O Sullivan, Alex Thompson",114,04,16:00,2025-05-12,Renoir Plaza de España
GHOSTLIGHT,"Kelly O Sullivan, Alex Thompson",114,01,22:30,2025-05-12,Renoir Plaza de España
LA BUENA LETRA,Celia Rico Clavellino,110,02,16:00,2025-05-12,Renoir Plaza de España
LA BUENA LETRA,Celia Rico Clavellino,110,02,18:10,2025-05-12,Renoir Plaza de España
LA BUENA LETRA,Celia Rico Clavellino,110,02,20:35,2025-05-12,Renoir Plaza de España
LA BUENA LETRA,Celia Rico Clavellino,110,02,22:45,2025-05-12,Renoir Plaza de España
MUY LEJOS,Gerard Oms,100,04,18:10,2025-05-12,Renoir Plaza de España
MUY LEJOS,Gerard Oms,100,04,20:10,2025-05-12,Renoir Plaza de España
MUY LEJOS,Gerard Oms,100,04,22:10,2025-05-12,Renoir Plaza de España
SORDA,Eva Libertad,100,05,18:00,2025-05-12,Renoir Plaza de España
SORDA,Eva Libertad,100,05,20:00,2025-05-12,Renoir Plaza de España
SORDA,Eva Libertad,100,05,22:00,2025-05-12,Renoir Plaza de España
UNA QUINTA PORTUGUESA,Avelina Prat,115,03,16:00,2025-05-12,Renoir Plaza de España
UNA QUINTA PORTUGUESA,Avelina Prat,115,03,18:15,2025-05-12,Renoir Plaza de España
UNA QUINTA PORTUGUESA,Avelina Prat,115,03,20:30,2025-05-12,Renoir Plaza de España
UNA QUINTA PORTUGUESA,Avelina Prat,115,03,22:45,2025-05-12,Renoir Plaza de España
EL ÚLTIMO SUSPIRO,Costa Gavras,99,02,16:00,2025-05-13,Renoir Plaza de España
EL ÚLTIMO SUSPIRO,Costa Gavras,99,02,18:00,2025-05-13,Renoir Plaza de España
EL ÚLTIMO SUSPIRO,Costa Gavras,99,02,20:00,2025-05-13,Renoir Plaza de España
"FLOW, UN MUNDO QUE SALVAR","Gints Zilbalodis, Gints Zilbalodis",85,05,16:10,2025-05-13,Renoir Plaza de España
GHOSTLIGHT,"Kelly O Sullivan, Alex Thompson",114,04,16:00,2025-05-13,Renoir Plaza de España
GHOSTLIGHT,"Kelly O Sullivan, Alex Thompson",114,02,22:00,2025-05-13,Renoir Plaza de España
LA BUENA LETRA,Celia Rico Clavellino,110,01,16:00,2025-05-13,Renoir Plaza de España
LA BUENA LETRA,Celia Rico Clavellino,110,01,18:10,2025-05-13,Renoir Plaza de España
LA BUENA LETRA,Celia Rico Clavellino,110,01,20:35,2025-05-13,Renoir Plaza de España
LA BUENA LETRA,Celia Rico Clavellino,110,01,22:45,2025-05-13,Renoir Plaza de España
MUY LEJOS,Gerard Oms,100,04,18:10,2025-05-13,Renoir Plaza de España
MUY LEJOS,Gerard Oms,100,04,20:10,2025-05-13,Renoir Plaza de España
MUY LEJOS,Gerard Oms,100,04,22:10,2025-05-13,Renoir Plaza de España
SORDA,Eva Libertad,100,05,18:00,2025-05-13,Renoir Plaza de España
SORDA,Eva Libertad,100,05,20:00,2025-05-13,Renoir Plaza de España
SORDA,Eva Libertad,100,05,22:00,2025-05-13,Renoir Plaza de España
UNA QUINTA PORTUGUESA,Avelina Prat,115,03,16:00,2025-05-13,Renoir Plaza de España
UNA QUINTA PORTUGUESA,Avelina Prat,115,03,18:15,2025-05-13,Renoir Plaza de España
UNA QUINTA PORTUGUESA,Avelina Prat,115,03,20:30,2025-05-13,Renoir Plaza de España
UNA QUINTA PORTUGUESA,Avelina Prat,115,03,22:45,2025-05-13,Renoir Plaza de España
EL ÚLTIMO SUSPIRO,Costa Gavras,99,02,16:00,2025-05-14,Renoir Plaza de España
EL ÚLTIMO SUSPIRO,Costa Gavras,99,02,18:00,2025-05-14,Renoir Plaza de España
EL ÚLTIMO SUSPIRO,Costa Gavras,99,02,20:00,2025-05-14,Renoir Plaza de España
"FLOW, UN MUNDO QUE SALVAR","Gints Zilbalodis, Gints Zilbalodis",85,05,16:10,2025-05-14,Renoir Plaza de España
GHOSTLIGHT,"Kelly O Sullivan, Alex Thompson",114,04,16:00,2025-05-14,Renoir Plaza de España
GHOSTLIGHT,"Kelly O Sullivan, Alex Thompson",114,02,22:00,2025-05-14,Renoir Plaza de España
LA BUENA LETRA,Celia Rico Clavellino,110,01,16:00,2025-05-14,Renoir Plaza de España
LA BUENA LETRA,Celia Rico Clavellino,110,01,18:10,2025-05-14,Renoir Plaza de España
LA BUENA LETRA,Celia Rico Clavellino,110,01,20:35,2025-05-14,Renoir Plaza de España
LA BUENA LETRA,Celia Rico Clavellino,110,01,22:45,2025-05-14,Renoir Plaza de España
MUY LEJOS,Gerard Oms,100,04,18:10,2025-05-14,Renoir Plaza de España
MUY LEJOS,Gerard Oms,100,04,20:10,2025-05-14,Renoir Plaza de España
MUY LEJOS,Gerard Oms,100,04,22:10,2025-05-14,Renoir Plaza de España
SORDA,Eva Libertad,100,05,18:00,2025-05-14,Renoir Plaza de España
