Pelicula,Director,Duración,Sala,Horario,Fecha,Cine
Cónclave (VOSE),,120,03,21:45,2025-03-03,Golem Madrid
A Complete Unknown (VOSE),,140,02,21:45,2025-03-04,Golem Madrid
Aún estoy aquí (VOSE),,138,04,16:15,2025-03-04,Golem Madrid
Vermiglio (VOSE),,119,03,16:30,2025-03-04,Golem Madrid
Cónclave (VOSE),,120,03,21:45,2025-03-04,Golem Madrid
Mi Única familia (Hard Truths) (VOSE),,97,05,18:15,2025-03-04,Golem Madrid
Aún estoy aquí (VOSE),,138,04,21:45,2025-03-04,Golem Madrid
Aún estoy aquí (VOSE),,138,04,19:00,2025-03-04,Golem Madrid
A Complete Unknown (VOSE),,140,02,16:15,2025-03-04,Golem Madrid
Mi Única familia (Hard Truths) (VOSE),,97,05,22:30,2025-03-04,Golem Madrid
Anora (VOSE),,139,03,19:00,2025-03-04,Golem Madrid
The Brutalist (VOSE),,214,01,18:30,2025-03-04,Golem Madrid
Mi Única familia (Hard Truths) (VOSE),,97,05,20:20,2025-03-04,Golem Madrid
Mi Única familia (Hard Truths) (VOSE),,97,05,16:10,2025-03-04,Golem Madrid
Nosotros,,94,01,16:30,2025-03-04,Golem Madrid
A Complete Unknown (VOSE),,140,02,19:00,2025-03-04,Golem Madrid
Nosotros,,94,01,22:30,2025-03-04,Golem Madrid
Mi Única familia (Hard Truths) (VOSE),,97,05,20:20,2025-03-05,Golem Madrid
Aún estoy aquí (VOSE),,138,04,21:45,2025-03-05,Golem Madrid
Aún estoy aquí (VOSE),,138,04,16:15,2025-03-05,Golem Madrid
A Complete Unknown (VOSE),,140,02,19:00,2025-03-05,Golem Madrid
The Brutalist (VOSE),,214,01,18:30,2025-03-05,Golem Madrid
Nosotros,,94,01,16:30,2025-03-05,Golem Madrid
Aún estoy aquí (VOSE),,138,04,19:00,2025-03-05,Golem Madrid
Vermiglio (VOSE),,119,03,16:30,2025-03-05,Golem Madrid
Mi Única familia (Hard Truths) (VOSE),,97,05,18:15,2025-03-05,Golem Madrid
Mi Única familia (Hard Truths) (VOSE),,97,05,16:10,2025-03-05,Golem Madrid
Anora (VOSE),,139,03,19:00,2025-03-05,Golem Madrid
A Complete Unknown (VOSE),,140,02,16:15,2025-03-05,Golem Madrid
Nosotros,,94,01,22:30,2025-03-05,Golem Madrid
Mi Única familia (Hard Truths) (VOSE),,97,05,22:30,2025-03-05,Golem Madrid
Cónclave (VOSE),,120,03,21:45,2025-03-05,Golem Madrid
A Complete Unknown (VOSE),,140,02,21:45,2025-03-05,Golem Madrid
