Pelicula,Director,Duración,Sala,Horario,Fecha,Cine
La gran ambición (VOSE),,123,04,22:00,2025-08-23,Golem Madrid
La gran ambición (VOSE),,123,04,19:30,2025-08-23,Golem Madrid
Sirat,,114,01,17:00,2025-08-23,Golem Madrid
Mi postre favorito (VOSE),,97,05,20:20,2025-08-23,Golem Madrid
Mi postre favorito (VOSE),,97,05,16:10,2025-08-23,Golem Madrid
Blue Sun Palace,,116,02,17:00,2025-08-23,Golem Madrid
Blue Sun Palace,,116,02,22:00,2025-08-23,Golem Madrid
Condenados (VOSE),,98,03,22:15,2025-08-23,Golem Madrid
Mr. Nadie,,92,04,17:00,2025-08-23,Golem Madrid
Condenados (VOSE),,98,03,18:10,2025-08-24,Golem Madrid
Blue Sun Palace,,116,02,22:00,2025-08-24,Golem Madrid
Blue Sun Palace,,116,02,19:30,2025-08-24,Golem Madrid
Blue Sun Palace,,116,02,17:00,2025-08-24,Golem Madrid
Black Dog (VOSE),,110,01,19:30,2025-08-24,Golem Madrid
Mi postre favorito (VOSE),,97,05,22:15,2025-08-24,Golem Madrid
Black Dog (VOSE),,110,01,22:00,2025-08-24,Golem Madrid
Sirat,,114,01,17:00,2025-08-24,Golem Madrid
Mr. Nadie,,92,04,17:00,2025-08-24,Golem Madrid
Un 'Like' de Bob Trevino (VOSE),,101,03,20:10,2025-08-24,Golem Madrid
Mi postre favorito (VOSE),,97,05,16:10,2025-08-24,Golem Madrid
Mi postre favorito (VOSE),,97,05,18:15,2025-08-24,Golem Madrid
Mi postre favorito (VOSE),,97,05,20:20,2025-08-24,Golem Madrid
Un 'Like' de Bob Trevino (VOSE),,101,03,16:10,2025-08-24,Golem Madrid
La gran ambición (VOSE),,123,04,22:00,2025-08-24,Golem Madrid
Condenados (VOSE),,98,03,22:15,2025-08-24,Golem Madrid
La gran ambición (VOSE),,123,04,19:30,2025-08-24,Golem Madrid
Mi postre favorito (VOSE),,97,05,18:15,2025-08-25,Golem Madrid
La gran ambición (VOSE),,123,04,22:00,2025-08-25,Golem Madrid
La gran ambición (VOSE),,123,04,19:30,2025-08-25,Golem Madrid
Mr. Nadie,,92,04,17:00,2025-08-25,Golem Madrid
Blue Sun Palace,,116,02,19:30,2025-08-25,Golem Madrid
Blue Sun Palace,,116,02,17:00,2025-08-25,Golem Madrid
Blue Sun Palace,,116,02,22:00,2025-08-25,Golem Madrid
Black Dog (VOSE),,110,01,19:30,2025-08-25,Golem Madrid
Condenados (VOSE),,98,03,22:15,2025-08-25,Golem Madrid
Sirat,,114,01,17:00,2025-08-25,Golem Madrid
Black Dog (VOSE),,110,01,22:00,2025-08-25,Golem Madrid
Un 'Like' de Bob Trevino (VOSE),,101,03,20:10,2025-08-25,Golem Madrid
Mi postre favorito (VOSE),,97,05,22:15,2025-08-25,Golem Madrid
Un 'Like' de Bob Trevino (VOSE),,101,03,16:10,2025-08-25,Golem Madrid
Mi postre favorito (VOSE),,97,05,20:20,2025-08-25,Golem Madrid
Condenados (VOSE),,98,03,18:10,2025-08-25,Golem Madrid
Mi postre favorito (VOSE),,97,05,16:10,2025-08-25,Golem Madrid
La gran ambición (VOSE),,123,04,22:00,2025-08-26,Golem Madrid
Un 'Like' de Bob Trevino (VOSE),,101,03,16:10,2025-08-26,Golem Madrid
Mi postre favorito (VOSE),,97,05,18:15,2025-08-26,Golem Madrid
La gran ambición (VOSE),,123,04,19:30,2025-08-26,Golem Madrid
Condenados (VOSE),,98,03,22:15,2025-08-26,Golem Madrid
Sirat,,114,01,17:00,2025-08-26,Golem Madrid
Un 'Like' de Bob Trevino (VOSE),,101,03,20:10,2025-08-26,Golem Madrid
Blue Sun Palace,,116,02,22:00,2025-08-26,Golem Madrid
Black Dog (VOSE),,110,01,22:00,2025-08-26,Golem Madrid
Mi postre favorito (VOSE),,97,05,22:15,2025-08-26,Golem Madrid
Mi postre favorito (VOSE),,97,05,20:20,2025-08-26,Golem Madrid
Condenados (VOSE),,98,03,18:10,2025-08-26,Golem Madrid
Blue Sun Palace,,116,02,19:30,2025-08-26,Golem Madrid
Black Dog (VOSE),,110,01,19:30,2025-08-26,Golem Madrid
Mr. Nadie,,92,04,17:00,2025-08-26,Golem Madrid
Mi postre favorito (VOSE),,97,05,16:10,2025-08-26,Golem Madrid
Blue Sun Palace,,116,02,17:00,2025-08-26,Golem Madrid
Mi postre favorito (VOSE),,97,05,16:10,2025-08-27,Golem Madrid
Blue Sun Palace,,116,02,19:30,2025-08-27,Golem Madrid
La gran ambición (VOSE),,123,04,22:00,2025-08-27,Golem Madrid
Blue Sun Palace,,116,02,22:00,2025-08-27,Golem Madrid
Condenados (VOSE),,98,03,18:10,2025-08-27,Golem Madrid
Blue Sun Palace,,116,02,17:00,2025-08-27,Golem Madrid
Black Dog (VOSE),,110,01,19:30,2025-08-27,Golem Madrid
Mi postre favorito (VOSE),,97,05,22:15,2025-08-27,Golem Madrid
Mi postre favorito (VOSE),,97,05,20:20,2025-08-27,Golem Madrid
Mr. Nadie,,92,04,17:00,2025-08-27,Golem Madrid
Mi postre favorito (VOSE),,97,05,18:15,2025-08-27,Golem Madrid
Un 'Like' de Bob Trevino (VOSE),,101,03,20:10,2025-08-27,Golem Madrid
La gran ambición (VOSE),,123,04,19:30,2025-08-27,Golem Madrid
Un 'Like' de Bob Trevino (VOSE),,101,03,16:10,2025-08-27,Golem Madrid
Condenados (VOSE),,98,03,22:15,2025-08-27,Golem Madrid
Sirat,,114,01,17:00,2025-08-27,Golem Madrid
Black Dog (VOSE),,110,01,22:00,2025-08-27,Golem Madrid
Blue Sun Palace,,116,04,17:00,2025-08-28,Golem Madrid
Condenados (VOSE),,98,03,18:10,2025-08-28,Golem Madrid
Blue Sun Palace,,116,02,22:00,2025-08-28,Golem Madrid
Mi postre favorito (VOSE),,97,05,16:10,2025-08-28,Golem Madrid
La gran ambición (VOSE),,123,04,22:00,2025-08-28,Golem Madrid
Mi postre favorito (VOSE),,97,05,18:15,2025-08-28,Golem Madrid
Condenados (VOSE),,98,03,22:15,2025-08-28,Golem Madrid
Mr. Nadie,,92,02,16:15,2025-08-28,Golem Madrid
Un 'Like' de Bob Trevino (VOSE),,101,03,16:10,2025-08-28,Golem Madrid
Sirat,,114,01,17:00,2025-08-28,Golem Madrid
Mi postre favorito (VOSE),,97,05,22:15,2025-08-28,Golem Madrid
Black Dog (VOSE),,110,01,22:00,2025-08-28,Golem Madrid
Mi postre favorito (VOSE),,97,05,20:20,2025-08-28,Golem Madrid
Un 'Like' de Bob Trevino (VOSE),,101,03,20:10,2025-08-28,Golem Madrid
Blue Sun Palace,,116,04,19:30,2025-08-28,Golem Madrid
Black Dog (VOSE),,110,01,19:30,2025-08-28,Golem Madrid
"Ópera Fest: Carmen, Opéra Royal, Château de Versalles",,170,02,18:30,2025-08-28,Golem Madrid
