Pelicula,Director,Duración,Sala,Horario,Fecha,Cine
Muy lejos,,100,04,20:15,2025-05-20,Golem Madrid
La historia de Souleymane (VOSE),,92,05,20:20,2025-05-20,Golem Madrid
Ernest Cole: Lost and Found (VOSE),,106,04,18:15,2025-05-20,Golem Madrid
Muy lejos,,100,01,16:10,2025-05-20,Golem Madrid
Sorda,,99,03,18:15,2025-05-20,Golem Madrid
Jane Austen arruinó mi vida (VOSE),,98,02,22:30,2025-05-20,Golem Madrid
La historia de Souleymane (VOSE),,92,05,22:30,2025-05-20,Golem Madrid
Jane Austen arruinó mi vida (VOSE),,98,02,16:15,2025-05-20,Golem Madrid
Nuestra querida profesora (VOSE),,118,01,18:00,2025-05-20,Golem Madrid
Sorda,,99,03,22:15,2025-05-20,Golem Madrid
Muy lejos,,100,04,22:15,2025-05-20,Golem Madrid
Jane Austen arruinó mi vida (VOSE),,98,02,20:20,2025-05-20,Golem Madrid
La viajera (VOSE),,90,01,22:15,2025-05-20,Golem Madrid
La viajera (VOSE),,90,01,20:15,2025-05-20,Golem Madrid
La viajera (VOSE),,90,01,20:15,2025-05-21,Golem Madrid
La historia de Souleymane (VOSE),,92,05,18:15,2025-05-21,Golem Madrid
Jane Austen arruinó mi vida (VOSE),,98,02,16:15,2025-05-21,Golem Madrid
La historia de Souleymane (VOSE),,92,05,22:30,2025-05-21,Golem Madrid
La historia de Souleymane (VOSE),,92,05,20:20,2025-05-21,Golem Madrid
Muy lejos,,100,04,20:15,2025-05-21,Golem Madrid
Ernest Cole: Lost and Found (VOSE),,106,04,16:10,2025-05-21,Golem Madrid
La viajera (VOSE),,90,01,22:15,2025-05-21,Golem Madrid
Sorda,,99,03,22:15,2025-05-21,Golem Madrid
Muy lejos,,100,04,22:15,2025-05-21,Golem Madrid
La isla de los faisanes (VOSE),,99,03,20:15,2025-05-21,Golem Madrid
Muy lejos,,100,01,16:10,2025-05-21,Golem Madrid
Jane Austen arruinó mi vida (VOSE),,98,02,18:15,2025-05-21,Golem Madrid
La isla de los faisanes (VOSE),,99,03,16:10,2025-05-21,Golem Madrid
Jane Austen arruinó mi vida (VOSE),,98,02,22:30,2025-05-21,Golem Madrid
La historia de Souleymane (VOSE),,92,05,16:10,2025-05-21,Golem Madrid
Ernest Cole: Lost and Found (VOSE),,106,04,18:15,2025-05-21,Golem Madrid
Nuestra querida profesora (VOSE),,118,01,18:00,2025-05-21,Golem Madrid
Sorda,,99,03,18:15,2025-05-21,Golem Madrid
Jane Austen arruinó mi vida (VOSE),,98,02,20:20,2025-05-21,Golem Madrid
Jane Austen arruinó mi vida (VOSE),,98,02,22:30,2025-05-22,Golem Madrid
Sorda,,99,03,22:15,2025-05-22,Golem Madrid
La viajera (VOSE),,90,01,20:15,2025-05-22,Golem Madrid
La historia de Souleymane (VOSE),,92,05,16:10,2025-05-22,Golem Madrid
Ernest Cole: Lost and Found (VOSE),,106,04,18:15,2025-05-22,Golem Madrid
La historia de Souleymane (VOSE),,92,05,20:20,2025-05-22,Golem Madrid
La isla de los faisanes (VOSE),,99,03,16:10,2025-05-22,Golem Madrid
Jane Austen arruinó mi vida (VOSE),,98,02,18:15,2025-05-22,Golem Madrid
Ernest Cole: Lost and Found (VOSE),,106,04,16:10,2025-05-22,Golem Madrid
La historia de Souleymane (VOSE),,92,05,18:15,2025-05-22,Golem Madrid
La viajera (VOSE),,90,01,22:15,2025-05-22,Golem Madrid
Jane Austen arruinó mi vida (VOSE),,98,02,16:15,2025-05-22,Golem Madrid
Muy lejos,,100,04,22:15,2025-05-22,Golem Madrid
Nuestra querida profesora (VOSE),,118,01,18:00,2025-05-22,Golem Madrid
Muy lejos,,100,01,16:10,2025-05-22,Golem Madrid
Muy lejos,,100,04,20:15,2025-05-22,Golem Madrid
La isla de los faisanes (VOSE),,99,03,20:15,2025-05-22,Golem Madrid
La historia de Souleymane (VOSE),,92,05,22:30,2025-05-22,Golem Madrid
Sorda,,99,03,18:15,2025-05-22,Golem Madrid
Jane Austen arruinó mi vida (VOSE),,98,02,20:20,2025-05-22,Golem Madrid
