Pelicula,Sala,Horario,Fecha,Cine,Pelicula_URL,Titulo_Original,Director,Duración,Nacionalidad,Reparto,Sinopsis,Trailer_URL,Poster_URL
Tres adioses (VOSE),04,19:00,2026-02-23,Golem Madrid,https://golem.es/golem/pelicula/Tres-adioses-(V.O.S.E.),Tre Ciotole,Isabel Coixet,122 min.,"Italia, EspaÃ±a","Alba Rohrwacher, Elio Germano, Francesco Carril, Silvia D’Amico, Galatea Bellugi y Sarita Choudhury","Tras lo que parecía una discusión sin importancia, Marta (Alba Rohrwacher) y Antonio (Elio Germano) se separan. Él, un chef prometedor, se refugia en sus fogones; ella, en su silencio, empieza a notar algo más que tristeza: ha perdido el apetito… y no solo por desamor. Cuando descubre que detrás hay un problema de salud, todo da un giro inesperado: la comida sabe mejor, la música le llega como nunca y el deseo despierta sus ganas de vivir sin miedo. Una historia sobre el amor, la vida y esos momentos que lo cambian todo para siempre.",https://www.youtube.com/embed/1zF6VtizXpU?controls=0&modestbranding=1&rel=0&showinfo=0&iv_load_policy=3,https://golem.es/golem/carteles/2026/January/hd-1767806452.jpg
Sin conexión (VOSE),03,19:00,2026-02-23,Golem Madrid,https://golem.es/golem/pelicula/Sin-conexion-(V.O.S.E.),,,,,,,,
Marty Supreme (VOSE),03,21:30,2026-02-23,Golem Madrid,https://golem.es/golem/pelicula/Marty-Supreme-(V.O.S.E.),Marty Supreme,Josh Safdie,149 min.,USA,"Timothée Chalamet, Gwyneth Paltrow, Odessa A'zion, Tyler the Creator, Fran Drescher","Josh Safdie firma su primer trabajo en solitario como director de este apasionante filme sobre Marty Mauser (Timothée Chalamet), un joven con una ambición desmesurada, que está dispuesto a todo para cumplir su sueño. Con ayuda, entre otros, de la estrella de cine Carol Dunne (Gwyneth Paltrow) demostrará al mundo entero su grandeza.",https://www.youtube.com/embed/K5DkUiDL4a0?controls=0&modestbranding=1&rel=0&showinfo=0&iv_load_policy=3,https://golem.es/golem/carteles/2026/January/hd-1769165466-12845.jpg
Rental Family (Familia de alquiler) (VOSE),02,22:30,2026-02-23,Golem Madrid,https://golem.es/golem/pelicula/Rental-Family-(Familia-de-alquiler)-(V.O.S.E.),Rental Family,Hikari,109 min.,USA,"Brendan Fraser, Mari Yamamoto, Takehiro Hira, Akira Emoto","En Rental family un actor estadounidense solitario y deprimido (Fraser) que vive en Tokio empieza a trabajar para una empresa japonesa que se dedica a ""las familias de alquiler"" para desempeñar varios papeles de suplente en la vida de otras personas. Por el camino, forja algunas conexiones humanas sorprendentes y descubre una felicidad inesperada dentro de la familia en la que se integra.",https://www.youtube.com/embed/gtDTQATpSi8?controls=0&modestbranding=1&rel=0&showinfo=0&iv_load_policy=3,https://golem.es/golem/carteles/2025/December/hd-1765977366.jpg
El agente secreto (VOSE),02,19:30,2026-02-23,Golem Madrid,https://golem.es/golem/pelicula/El-agente-secreto-(V.O.S.E.),O Agente Secreto,Kleber Mendonça Filho,161 min.,"Francia, Brasi","Wagner Moura, Maria Fernanda Cândido, Gabriel Leone, Carlos Francisco, Alice Carvalho","Un profesor universitario viaja desde São Paulo a la ciudad costera de Recife durante la semana de Carnaval con la esperanza de reencontrarse con su hijo. Pronto descubre que es seguido y vigilado por los vecinos de su nuevo refugio, sin escapatoria de las garras de la corrupción.",https://www.youtube.com/embed/eEIpEQ7eAV0?controls=0&modestbranding=1&rel=0&showinfo=0&iv_load_policy=3,https://golem.es/golem/carteles/2026/February/hd-1770807418-12879.jpg
El agente secreto (VOSE),04,21:30,2026-02-23,Golem Madrid,https://golem.es/golem/pelicula/El-agente-secreto-(V.O.S.E.),O Agente Secreto,Kleber Mendonça Filho,161 min.,"Francia, Brasi","Wagner Moura, Maria Fernanda Cândido, Gabriel Leone, Carlos Francisco, Alice Carvalho","Un profesor universitario viaja desde São Paulo a la ciudad costera de Recife durante la semana de Carnaval con la esperanza de reencontrarse con su hijo. Pronto descubre que es seguido y vigilado por los vecinos de su nuevo refugio, sin escapatoria de las garras de la corrupción.",https://www.youtube.com/embed/eEIpEQ7eAV0?controls=0&modestbranding=1&rel=0&showinfo=0&iv_load_policy=3,https://golem.es/golem/carteles/2026/February/hd-1770807418-12879.jpg
Son de mar,01,21:30,2026-02-23,Golem Madrid,https://golem.es/golem/pelicula/Son-de-mar,,,,,,,,
Sin conexión (VOSE),04,16:30,2026-02-23,Golem Madrid,https://golem.es/golem/pelicula/Sin-conexion-(V.O.S.E.),,,,,,,,
Little Amélie (VOSE),05,16:15,2026-02-23,Golem Madrid,https://golem.es/golem/pelicula/Little-Amelie-(V.O.S.E.),,,,,,,,
Little Amélie (VOSE),05,18:00,2026-02-24,Golem Madrid,https://golem.es/golem/pelicula/Little-Amelie-(V.O.S.E.),,,,,,,,
El agente secreto (VOSE),02,16:15,2026-02-24,Golem Madrid,https://golem.es/golem/pelicula/El-agente-secreto-(V.O.S.E.),O Agente Secreto,Kleber Mendonça Filho,161 min.,"Francia, Brasi","Wagner Moura, Maria Fernanda Cândido, Gabriel Leone, Carlos Francisco, Alice Carvalho","Un profesor universitario viaja desde São Paulo a la ciudad costera de Recife durante la semana de Carnaval con la esperanza de reencontrarse con su hijo. Pronto descubre que es seguido y vigilado por los vecinos de su nuevo refugio, sin escapatoria de las garras de la corrupción.",https://www.youtube.com/embed/eEIpEQ7eAV0?controls=0&modestbranding=1&rel=0&showinfo=0&iv_load_policy=3,https://golem.es/golem/carteles/2026/February/hd-1770807418-12879.jpg
Little Amélie (VOSE),05,16:15,2026-02-24,Golem Madrid,https://golem.es/golem/pelicula/Little-Amelie-(V.O.S.E.),,,,,,,,
El agente secreto (VOSE),05,19:30,2026-02-24,Golem Madrid,https://golem.es/golem/pelicula/El-agente-secreto-(V.O.S.E.),O Agente Secreto,Kleber Mendonça Filho,161 min.,"Francia, Brasi","Wagner Moura, Maria Fernanda Cândido, Gabriel Leone, Carlos Francisco, Alice Carvalho","Un profesor universitario viaja desde São Paulo a la ciudad costera de Recife durante la semana de Carnaval con la esperanza de reencontrarse con su hijo. Pronto descubre que es seguido y vigilado por los vecinos de su nuevo refugio, sin escapatoria de las garras de la corrupción.",https://www.youtube.com/embed/eEIpEQ7eAV0?controls=0&modestbranding=1&rel=0&showinfo=0&iv_load_policy=3,https://golem.es/golem/carteles/2026/February/hd-1770807418-12879.jpg
La lengua de las mariposas,01,21:30,2026-02-24,Golem Madrid,https://golem.es/golem/pelicula/La-lengua-de-las-mariposas,,,,,,,,
Sin conexión (VOSE),03,17:00,2026-02-24,Golem Madrid,https://golem.es/golem/pelicula/Sin-conexion-(V.O.S.E.),,,,,,,,
Sin conexión (VOSE),03,22:10,2026-02-24,Golem Madrid,https://golem.es/golem/pelicula/Sin-conexion-(V.O.S.E.),,,,,,,,
Tres adioses (VOSE),04,19:00,2026-02-24,Golem Madrid,https://golem.es/golem/pelicula/Tres-adioses-(V.O.S.E.),Tre Ciotole,Isabel Coixet,122 min.,"Italia, EspaÃ±a","Alba Rohrwacher, Elio Germano, Francesco Carril, Silvia D’Amico, Galatea Bellugi y Sarita Choudhury","Tras lo que parecía una discusión sin importancia, Marta (Alba Rohrwacher) y Antonio (Elio Germano) se separan. Él, un chef prometedor, se refugia en sus fogones; ella, en su silencio, empieza a notar algo más que tristeza: ha perdido el apetito… y no solo por desamor. Cuando descubre que detrás hay un problema de salud, todo da un giro inesperado: la comida sabe mejor, la música le llega como nunca y el deseo despierta sus ganas de vivir sin miedo. Una historia sobre el amor, la vida y esos momentos que lo cambian todo para siempre.",https://www.youtube.com/embed/1zF6VtizXpU?controls=0&modestbranding=1&rel=0&showinfo=0&iv_load_policy=3,https://golem.es/golem/carteles/2026/January/hd-1767806452.jpg
La niña de tus ojos,01,19:00,2026-02-24,Golem Madrid,https://golem.es/golem/pelicula/La-nina-de-tus-ojos,,,,,,,,
Rental Family (Familia de alquiler) (VOSE),05,22:30,2026-02-24,Golem Madrid,https://golem.es/golem/pelicula/Rental-Family-(Familia-de-alquiler)-(V.O.S.E.),Rental Family,Hikari,109 min.,USA,"Brendan Fraser, Mari Yamamoto, Takehiro Hira, Akira Emoto","En Rental family un actor estadounidense solitario y deprimido (Fraser) que vive en Tokio empieza a trabajar para una empresa japonesa que se dedica a ""las familias de alquiler"" para desempeñar varios papeles de suplente en la vida de otras personas. Por el camino, forja algunas conexiones humanas sorprendentes y descubre una felicidad inesperada dentro de la familia en la que se integra.",https://www.youtube.com/embed/gtDTQATpSi8?controls=0&modestbranding=1&rel=0&showinfo=0&iv_load_policy=3,https://golem.es/golem/carteles/2025/December/hd-1765977366.jpg
Son de mar,01,16:30,2026-02-24,Golem Madrid,https://golem.es/golem/pelicula/Son-de-mar,,,,,,,,
El agente secreto (VOSE),04,21:30,2026-02-24,Golem Madrid,https://golem.es/golem/pelicula/El-agente-secreto-(V.O.S.E.),O Agente Secreto,Kleber Mendonça Filho,161 min.,"Francia, Brasi","Wagner Moura, Maria Fernanda Cândido, Gabriel Leone, Carlos Francisco, Alice Carvalho","Un profesor universitario viaja desde São Paulo a la ciudad costera de Recife durante la semana de Carnaval con la esperanza de reencontrarse con su hijo. Pronto descubre que es seguido y vigilado por los vecinos de su nuevo refugio, sin escapatoria de las garras de la corrupción.",https://www.youtube.com/embed/eEIpEQ7eAV0?controls=0&modestbranding=1&rel=0&showinfo=0&iv_load_policy=3,https://golem.es/golem/carteles/2026/February/hd-1770807418-12879.jpg
No hay otra opción (VOSE),04,16:30,2026-02-24,Golem Madrid,https://golem.es/golem/pelicula/No-hay-otra-opcion-(V.O.S.E.),,,,,,,,
Sin conexión (VOSE),03,19:00,2026-02-25,Golem Madrid,https://golem.es/golem/pelicula/Sin-conexion-(V.O.S.E.),,,,,,,,
Son de mar,01,19:00,2026-02-25,Golem Madrid,https://golem.es/golem/pelicula/Son-de-mar,,,,,,,,
Little Amélie (VOSE),05,16:15,2026-02-25,Golem Madrid,https://golem.es/golem/pelicula/Little-Amelie-(V.O.S.E.),,,,,,,,
No hay otra opción (VOSE),03,16:30,2026-02-25,Golem Madrid,https://golem.es/golem/pelicula/No-hay-otra-opcion-(V.O.S.E.),,,,,,,,
El agente secreto (VOSE),03,21:30,2026-02-25,Golem Madrid,https://golem.es/golem/pelicula/El-agente-secreto-(V.O.S.E.),O Agente Secreto,Kleber Mendonça Filho,161 min.,"Francia, Brasi","Wagner Moura, Maria Fernanda Cândido, Gabriel Leone, Carlos Francisco, Alice Carvalho","Un profesor universitario viaja desde São Paulo a la ciudad costera de Recife durante la semana de Carnaval con la esperanza de reencontrarse con su hijo. Pronto descubre que es seguido y vigilado por los vecinos de su nuevo refugio, sin escapatoria de las garras de la corrupción.",https://www.youtube.com/embed/eEIpEQ7eAV0?controls=0&modestbranding=1&rel=0&showinfo=0&iv_load_policy=3,https://golem.es/golem/carteles/2026/February/hd-1770807418-12879.jpg
Sin conexión (VOSE),05,22:10,2026-02-25,Golem Madrid,https://golem.es/golem/pelicula/Sin-conexion-(V.O.S.E.),,,,,,,,
Tres adioses (VOSE),02,16:30,2026-02-25,Golem Madrid,https://golem.es/golem/pelicula/Tres-adioses-(V.O.S.E.),Tre Ciotole,Isabel Coixet,122 min.,"Italia, EspaÃ±a","Alba Rohrwacher, Elio Germano, Francesco Carril, Silvia D’Amico, Galatea Bellugi y Sarita Choudhury","Tras lo que parecía una discusión sin importancia, Marta (Alba Rohrwacher) y Antonio (Elio Germano) se separan. Él, un chef prometedor, se refugia en sus fogones; ella, en su silencio, empieza a notar algo más que tristeza: ha perdido el apetito… y no solo por desamor. Cuando descubre que detrás hay un problema de salud, todo da un giro inesperado: la comida sabe mejor, la música le llega como nunca y el deseo despierta sus ganas de vivir sin miedo. Una historia sobre el amor, la vida y esos momentos que lo cambian todo para siempre.",https://www.youtube.com/embed/1zF6VtizXpU?controls=0&modestbranding=1&rel=0&showinfo=0&iv_load_policy=3,https://golem.es/golem/carteles/2026/January/hd-1767806452.jpg
Manas (VOSE),02,19:30,2026-02-25,Golem Madrid,https://golem.es/golem/pelicula/Manas-(V.O.S.E.),Manas,Marianna Brennand,106 min.,BRASIL,"Jamilli Correa, Fátima Macedo, Rômulo Braga, Dira Paes, Enzo Maia, Fátima Macedo, Samira Eloá","Marcielle, una joven de 13 años que vive en la Isla de Marajó (PA), empieza a comprender que el futuro no le ofrece muchas opciones. Atrapada por la resignación de su madre e impulsada por la idealización de la hermana que se fue, decide enfrentarse al engranaje violento que rige su familia y a las mujeres de su comunidad.",https://www.youtube.com/embed/AyoRwWCC7nc?controls=0&modestbranding=1&rel=0&showinfo=0&iv_load_policy=3,https://golem.es/golem/carteles/2026/February/hd-1771341095.jpg
Hamnet (VOSE),05,19:45,2026-02-25,Golem Madrid,https://golem.es/golem/pelicula/Hamnet-(V.O.S.E.),Hamnet,Chloé Zhao,125 min.,USA,"Jessie Buckley, Paul Mescal, Emily Watson, Joe Alwyn, Jacobi Jupe, Sam Woolf","HAMNET, de la oscarizada directora y guionista Chloé Zhao, nos descubre la poderosa historia de amor y pérdida que inspiró la creación de Hamlet, la intemporal obra maestra de Shakespeare.",https://www.youtube.com/embed/2cSoi8W3btM?controls=0&modestbranding=1&rel=0&showinfo=0&iv_load_policy=3,https://golem.es/golem/carteles/2026/January/hd-1769672324-12844.jpg
La lengua de las mariposas,01,16:30,2026-02-25,Golem Madrid,https://golem.es/golem/pelicula/La-lengua-de-las-mariposas,,,,,,,,
Little Amélie (VOSE),05,18:00,2026-02-25,Golem Madrid,https://golem.es/golem/pelicula/Little-Amelie-(V.O.S.E.),,,,,,,,
Rental Family (Familia de alquiler) (VOSE),04,22:30,2026-02-25,Golem Madrid,https://golem.es/golem/pelicula/Rental-Family-(Familia-de-alquiler)-(V.O.S.E.),Rental Family,Hikari,109 min.,USA,"Brendan Fraser, Mari Yamamoto, Takehiro Hira, Akira Emoto","En Rental family un actor estadounidense solitario y deprimido (Fraser) que vive en Tokio empieza a trabajar para una empresa japonesa que se dedica a ""las familias de alquiler"" para desempeñar varios papeles de suplente en la vida de otras personas. Por el camino, forja algunas conexiones humanas sorprendentes y descubre una felicidad inesperada dentro de la familia en la que se integra.",https://www.youtube.com/embed/gtDTQATpSi8?controls=0&modestbranding=1&rel=0&showinfo=0&iv_load_policy=3,https://golem.es/golem/carteles/2025/December/hd-1765977366.jpg
El agente secreto (VOSE),04,16:15,2026-02-25,Golem Madrid,https://golem.es/golem/pelicula/El-agente-secreto-(V.O.S.E.),O Agente Secreto,Kleber Mendonça Filho,161 min.,"Francia, Brasi","Wagner Moura, Maria Fernanda Cândido, Gabriel Leone, Carlos Francisco, Alice Carvalho","Un profesor universitario viaja desde São Paulo a la ciudad costera de Recife durante la semana de Carnaval con la esperanza de reencontrarse con su hijo. Pronto descubre que es seguido y vigilado por los vecinos de su nuevo refugio, sin escapatoria de las garras de la corrupción.",https://www.youtube.com/embed/eEIpEQ7eAV0?controls=0&modestbranding=1&rel=0&showinfo=0&iv_load_policy=3,https://golem.es/golem/carteles/2026/February/hd-1770807418-12879.jpg
La niña de tus ojos,01,21:30,2026-02-25,Golem Madrid,https://golem.es/golem/pelicula/La-nina-de-tus-ojos,,,,,,,,
El agente secreto (VOSE),04,19:30,2026-02-25,Golem Madrid,https://golem.es/golem/pelicula/El-agente-secreto-(V.O.S.E.),O Agente Secreto,Kleber Mendonça Filho,161 min.,"Francia, Brasi","Wagner Moura, Maria Fernanda Cândido, Gabriel Leone, Carlos Francisco, Alice Carvalho","Un profesor universitario viaja desde São Paulo a la ciudad costera de Recife durante la semana de Carnaval con la esperanza de reencontrarse con su hijo. Pronto descubre que es seguido y vigilado por los vecinos de su nuevo refugio, sin escapatoria de las garras de la corrupción.",https://www.youtube.com/embed/eEIpEQ7eAV0?controls=0&modestbranding=1&rel=0&showinfo=0&iv_load_policy=3,https://golem.es/golem/carteles/2026/February/hd-1770807418-12879.jpg
Tres adioses (VOSE),02,16:30,2026-02-26,Golem Madrid,https://golem.es/golem/pelicula/Tres-adioses-(V.O.S.E.),Tre Ciotole,Isabel Coixet,122 min.,"Italia, EspaÃ±a","Alba Rohrwacher, Elio Germano, Francesco Carril, Silvia D’Amico, Galatea Bellugi y Sarita Choudhury","Tras lo que parecía una discusión sin importancia, Marta (Alba Rohrwacher) y Antonio (Elio Germano) se separan. Él, un chef prometedor, se refugia en sus fogones; ella, en su silencio, empieza a notar algo más que tristeza: ha perdido el apetito… y no solo por desamor. Cuando descubre que detrás hay un problema de salud, todo da un giro inesperado: la comida sabe mejor, la música le llega como nunca y el deseo despierta sus ganas de vivir sin miedo. Una historia sobre el amor, la vida y esos momentos que lo cambian todo para siempre.",https://www.youtube.com/embed/1zF6VtizXpU?controls=0&modestbranding=1&rel=0&showinfo=0&iv_load_policy=3,https://golem.es/golem/carteles/2026/January/hd-1767806452.jpg
El agente secreto (VOSE),04,19:30,2026-02-26,Golem Madrid,https://golem.es/golem/pelicula/El-agente-secreto-(V.O.S.E.),O Agente Secreto,Kleber Mendonça Filho,161 min.,"Francia, Brasi","Wagner Moura, Maria Fernanda Cândido, Gabriel Leone, Carlos Francisco, Alice Carvalho","Un profesor universitario viaja desde São Paulo a la ciudad costera de Recife durante la semana de Carnaval con la esperanza de reencontrarse con su hijo. Pronto descubre que es seguido y vigilado por los vecinos de su nuevo refugio, sin escapatoria de las garras de la corrupción.",https://www.youtube.com/embed/eEIpEQ7eAV0?controls=0&modestbranding=1&rel=0&showinfo=0&iv_load_policy=3,https://golem.es/golem/carteles/2026/February/hd-1770807418-12879.jpg
Rental Family (Familia de alquiler) (VOSE),04,22:30,2026-02-26,Golem Madrid,https://golem.es/golem/pelicula/Rental-Family-(Familia-de-alquiler)-(V.O.S.E.),Rental Family,Hikari,109 min.,USA,"Brendan Fraser, Mari Yamamoto, Takehiro Hira, Akira Emoto","En Rental family un actor estadounidense solitario y deprimido (Fraser) que vive en Tokio empieza a trabajar para una empresa japonesa que se dedica a ""las familias de alquiler"" para desempeñar varios papeles de suplente en la vida de otras personas. Por el camino, forja algunas conexiones humanas sorprendentes y descubre una felicidad inesperada dentro de la familia en la que se integra.",https://www.youtube.com/embed/gtDTQATpSi8?controls=0&modestbranding=1&rel=0&showinfo=0&iv_load_policy=3,https://golem.es/golem/carteles/2025/December/hd-1765977366.jpg
El agente secreto (VOSE),04,16:15,2026-02-26,Golem Madrid,https://golem.es/golem/pelicula/El-agente-secreto-(V.O.S.E.),O Agente Secreto,Kleber Mendonça Filho,161 min.,"Francia, Brasi","Wagner Moura, Maria Fernanda Cândido, Gabriel Leone, Carlos Francisco, Alice Carvalho","Un profesor universitario viaja desde São Paulo a la ciudad costera de Recife durante la semana de Carnaval con la esperanza de reencontrarse con su hijo. Pronto descubre que es seguido y vigilado por los vecinos de su nuevo refugio, sin escapatoria de las garras de la corrupción.",https://www.youtube.com/embed/eEIpEQ7eAV0?controls=0&modestbranding=1&rel=0&showinfo=0&iv_load_policy=3,https://golem.es/golem/carteles/2026/February/hd-1770807418-12879.jpg
Hamnet (VOSE),05,19:45,2026-02-26,Golem Madrid,https://golem.es/golem/pelicula/Hamnet-(V.O.S.E.),Hamnet,Chloé Zhao,125 min.,USA,"Jessie Buckley, Paul Mescal, Emily Watson, Joe Alwyn, Jacobi Jupe, Sam Woolf","HAMNET, de la oscarizada directora y guionista Chloé Zhao, nos descubre la poderosa historia de amor y pérdida que inspiró la creación de Hamlet, la intemporal obra maestra de Shakespeare.",https://www.youtube.com/embed/2cSoi8W3btM?controls=0&modestbranding=1&rel=0&showinfo=0&iv_load_policy=3,https://golem.es/golem/carteles/2026/January/hd-1769672324-12844.jpg
Son de mar,01,21:30,2026-02-26,Golem Madrid,https://golem.es/golem/pelicula/Son-de-mar,,,,,,,,
El agente secreto (VOSE),03,21:30,2026-02-26,Golem Madrid,https://golem.es/golem/pelicula/El-agente-secreto-(V.O.S.E.),O Agente Secreto,Kleber Mendonça Filho,161 min.,"Francia, Brasi","Wagner Moura, Maria Fernanda Cândido, Gabriel Leone, Carlos Francisco, Alice Carvalho","Un profesor universitario viaja desde São Paulo a la ciudad costera de Recife durante la semana de Carnaval con la esperanza de reencontrarse con su hijo. Pronto descubre que es seguido y vigilado por los vecinos de su nuevo refugio, sin escapatoria de las garras de la corrupción.",https://www.youtube.com/embed/eEIpEQ7eAV0?controls=0&modestbranding=1&rel=0&showinfo=0&iv_load_policy=3,https://golem.es/golem/carteles/2026/February/hd-1770807418-12879.jpg
Little Amélie (VOSE),05,16:15,2026-02-26,Golem Madrid,https://golem.es/golem/pelicula/Little-Amelie-(V.O.S.E.),,,,,,,,
Sin conexión (VOSE),05,22:10,2026-02-26,Golem Madrid,https://golem.es/golem/pelicula/Sin-conexion-(V.O.S.E.),,,,,,,,
La lengua de las mariposas,01,19:00,2026-02-26,Golem Madrid,https://golem.es/golem/pelicula/La-lengua-de-las-mariposas,,,,,,,,
Sin conexión (VOSE),03,19:00,2026-02-26,Golem Madrid,https://golem.es/golem/pelicula/Sin-conexion-(V.O.S.E.),,,,,,,,
La niña de tus ojos,01,16:30,2026-02-26,Golem Madrid,https://golem.es/golem/pelicula/La-nina-de-tus-ojos,,,,,,,,
No hay otra opción (VOSE),03,16:30,2026-02-26,Golem Madrid,https://golem.es/golem/pelicula/No-hay-otra-opcion-(V.O.S.E.),,,,,,,,
Little Amélie (VOSE),05,18:00,2026-02-26,Golem Madrid,https://golem.es/golem/pelicula/Little-Amelie-(V.O.S.E.),,,,,,,,
